Ward Number	Ward Name	Project #	Prefix	Project Name	Sub-project Name	Year	Budgeted
	City Wide	WAT907135-1	WAT	BAYVIEW TRUNK WATERMAIN - PH2	JOS - MT- PLEASANT WM - CONST	2019	93.0
	City Wide	WAT907135-1	WAT	BAYVIEW TRUNK WATERMAIN - PH2	JOS - MT- PLEASANT WM - CONST	2020	155.0
	City Wide	WAT907135-1	WAT	BAYVIEW TRUNK WATERMAIN - PH2	JOS - MT- PLEASANT WM - CONST	2021	124.0
	City Wide	WAT907135-1	WAT	BAYVIEW TRUNK WATERMAIN - PH2	JOS - MT- PLEASANT WM - CONST	2022	124.0
	City Wide	WES907128-117	WES	BUSINESS SUSTAINMENT SYSTEMS	Blueprint Document Management - ECS	2014	200.0
	City Wide	WES907128-117	WES	BUSINESS SUSTAINMENT SYSTEMS	Blueprint Document Management - ECS	2015	440.0
	City Wide	WES907128-118	WES	BUSINESS SUSTAINMENT SYSTEMS	Municipal Licensing & Stds - IT Strategic Plan	2014	150.0
	City Wide	WES907128-119	WES	BUSINESS SUSTAINMENT SYSTEMS	Web Information Portal on Dvlpmnt Applications	2014	240.0
	City Wide	WES907128-119	WES	BUSINESS SUSTAINMENT SYSTEMS	Web Information Portal on Dvlpmnt Applications	2015	234.0
	City Wide	WES907128-119	WES	BUSINESS SUSTAINMENT SYSTEMS	Web Information Portal on Dvlpmnt Applications	2016	366.0
	City Wide	WES907458-5	WES	TAS ELECTRONIC COMMUNICATIONS	On-Line Services - Animal Services	2015	532.0
	City Wide	WFT906728-13	WFT	Toronto Waterfront Revitalization Initiative	Precinct Planning Studies	2014	381.0
	City Wide	WFT906728-37	WFT	Toronto Waterfront Revitalization Initiative	East Bayfront Reserve	2017	15000.0
	City Wide	WFT906728-40	WFT	Toronto Waterfront Revitalization Initiative	Urban Planning Resources	2014	261.0
	City Wide	WFT906728-44	WFT	Toronto Waterfront Revitalization Initiative	Portlands Preparation	2015	42.0
	City Wide	WFT906728-45	WFT	Toronto Waterfront Revitalization Initiative	Port Union	2014	100.0
	City Wide	WFT906728-45	WFT	Toronto Waterfront Revitalization Initiative	Port Union	2015	100.0
	City Wide	WFT906728-45	WFT	Toronto Waterfront Revitalization Initiative	Port Union	2016	100.0
	City Wide	WFT906728-55	WFT	Toronto Waterfront Revitalization Initiative	Lake Ontario Park Phase 1	2014	315.0
	City Wide	WFT906728-68	WFT	Toronto Waterfront Revitalization Initiative	Mimico	2014	100.0
	City Wide	WFT906728-68	WFT	Toronto Waterfront Revitalization Initiative	Mimico	2015	100.0
	City Wide	WFT906728-68	WFT	Toronto Waterfront Revitalization Initiative	Mimico	2016	100.0
	City Wide	WFT906728-8	WFT	Toronto Waterfront Revitalization Initiative	Union Station	2014	725.0
	City Wide	ZOO000003-1	ZOO	Gorilla II: Outdoor Display	Gorilla II: Outdoor Display	2019	1500.0
	City Wide	ZOO000003-1	ZOO	Gorilla II: Outdoor Display	Gorilla II: Outdoor Display	2020	1429.0
	City Wide	ZOO000012-9	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2019 - 2023)	2019	400.0
	City Wide	ZOO000012-9	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2019 - 2023)	2020	500.0
	City Wide	ZOO000012-9	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2019 - 2023)	2021	450.0
	City Wide	ZOO000012-9	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2019 - 2023)	2022	400.0
	City Wide	ZOO000012-9	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2019 - 2023)	2023	600.0
	City Wide	ZOO000021-1	ZOO	Orangutan II & III: Indoor & Outdoor Exhibits	Orangutan II & III: Indoor/Outdoor Exhibits	2018	3400.0
	City Wide	ZOO000021-1	ZOO	Orangutan II & III: Indoor & Outdoor Exhibits	Orangutan II & III: Indoor/Outdoor Exhibits	2019	2000.0
	City Wide	ZOO000022-3	ZOO	Animal Health Centre	Wildlife Health Centre	2014	4150.0
	City Wide	ZOO000022-3	ZOO	Animal Health Centre	Wildlife Health Centre	2015	4750.0
	City Wide	ZOO000022-3	ZOO	Animal Health Centre	Wildlife Health Centre	2016	4100.0
	City Wide	ZOO000022-3	ZOO	Animal Health Centre	Wildlife Health Centre	2017	2500.0
	City Wide	ZOO000170-1	ZOO	Breeding/Holding Facility	Breeding/Holding Facility	2020	1500.0
	City Wide	ZOO000170-1	ZOO	Breeding/Holding Facility	Breeding/Holding Facility	2021	1714.0
	City Wide	ZOO000177-12	ZOO	Information Systems	Information Systems (2015-2018)	2015	150.0
	City Wide	ZOO000177-12	ZOO	Information Systems	Information Systems (2015-2018)	2016	150.0
	City Wide	ZOO000177-12	ZOO	Information Systems	Information Systems (2015-2018)	2017	450.0
	City Wide	ZOO000177-12	ZOO	Information Systems	Information Systems (2015-2018)	2018	300.0
	City Wide	ZOO000177-8	ZOO	Information Systems	Information Systems (2019-2023)	2019	200.0
	City Wide	ZOO000177-8	ZOO	Information Systems	Information Systems (2019-2023)	2020	350.0
	City Wide	ZOO000177-8	ZOO	Information Systems	Information Systems (2019-2023)	2021	300.0
	City Wide	ZOO000177-8	ZOO	Information Systems	Information Systems (2019-2023)	2022	300.0
	City Wide	ZOO000177-8	ZOO	Information Systems	Information Systems (2019-2023)	2023	400.0
	City Wide	ZOO907807-1	ZOO	African Hoofstock House (Old Giraffe site)	African Hoofstock House (Old Giraffe House site)	2014	500.0
	City Wide	FLT907912-10	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2022	2022	60.0
	City Wide	FLT907912-4	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2016	2016	260.0
	City Wide	FLT907912-3	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2015	2015	510.0
	City Wide	FLT907912-5	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2017	2017	1235.0
	City Wide	FLT907912-1	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehilce/Equipment Purchase - 2013	2014	415.0
	City Wide	FLT907912-8	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2020	2020	120.0
	City Wide	FLT907912-2	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2014	2014	570.0
	City Wide	FLT907912-9	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2021	2021	60.0
	City Wide	FLT907912-6	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2018	2018	810.0
	City Wide	FLT907912-7	FLT	Toronto Community Housing Corp.- Fleet Replacement	Vehicle/Equipment Purchase - 2019	2019	450.0
	City Wide	ECT907933-1	ECT	BIA Streetscape Improvement Program -2014	BIA Streetscape Improvement Program -2014	2014	1544.0
	City Wide	PKS000017-667	PKS	Park Development	Dogs Off-Leash Area Improvements FY2014	2014	500.0
	City Wide	WAT906935-17	WAT	NEW SERVICE CONNECTIONS	NEW SERVICE CONNECTIONS - SITE SERVICING - 2014 SC	2015	10000.0
	City Wide	WAT906903-27	WAT	FJ HORGAN W.T.P. R&R	REPLACEMENT OF MCCS -2014 SC	2014	-1150.0
	City Wide	WAT906903-27	WAT	FJ HORGAN W.T.P. R&R	REPLACEMENT OF MCCS -2014 SC	2015	-795.0
	City Wide	WAT906903-27	WAT	FJ HORGAN W.T.P. R&R	REPLACEMENT OF MCCS -2014 SC	2016	990.0
	City Wide	WAT906903-27	WAT	FJ HORGAN W.T.P. R&R	REPLACEMENT OF MCCS -2014 SC	2017	875.0
	City Wide	WAT906903-27	WAT	FJ HORGAN W.T.P. R&R	REPLACEMENT OF MCCS -2014 SC	2018	200.0
	City Wide	WAT906334-54	WAT	BUSINESS SYSTEM INFRASTRUCTURE - PW	NETWORK EQUIPMENT REPLACEMENT -2014 SC	2014	360.0
	City Wide	WAT906334-54	WAT	BUSINESS SYSTEM INFRASTRUCTURE - PW	NETWORK EQUIPMENT REPLACEMENT -2014 SC	2015	360.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2015	310.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2016	310.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2017	330.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2018	330.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2019	330.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2020	330.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2021	330.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2022	350.0
	City Wide	AMB907787-3	AMB	Medical Equipment Replacement Program	Medical Equipment Replacement Program - Future	2023	350.0
	City Wide	WAS907038-12	WAS	Land Acquisition for Source Water Protect	Scarborough EA	2014	1500.0
	City Wide	WAS906981-83	WAS	HIGHLAND CREEK WWTP UPGRADES	PLANT FIRM CAPACITY - CONCEPT DESIGN	2014	400.0
	City Wide	HOM907348-12	HOM	SPECIALTY SYSTEMS	2014 H&S ELEVATOR MODERNIZATIONS	2014	200.0
	City Wide	SOL000065-103	SOL	DIVERSION SYSTEMS	Multi-Residential SSO Bulk Bins - 2014	2014	2000.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2014	150.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2015	400.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2016	400.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2017	400.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2018	400.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2019	400.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2020	300.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2021	300.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2022	300.0
	City Wide	EXH350   -105	EXH	EQUIPMENT	Transformers,Swithchgears,CircuitBreakers &Feeders	2023	300.0
	City Wide	POL907786-2	POL	AED's	AED's (S5)	2016	100.0
	City Wide	POL907786-2	POL	AED's	AED's (S5)	2021	100.0
	City Wide	FLT000481-25	FLT	Municipal Licensing & Standards-Fleet Replacement	Vehicle/Equipment Purchase - 2023	2023	600.0
	City Wide	FLT000479-18	FLT	Purchasing & Materials Mgmt- Fleet Replacement	Vehicle/Equipment Purchase - 2016	2016	26.0
	City Wide	ERP906993-24	ERP	Energy Retrofit Projects	ERP - Animal Services Efficiency Measures	2014	45.0
	City Wide	ERP906993-24	ERP	Energy Retrofit Projects	ERP - Animal Services Efficiency Measures	2015	147.0
	City Wide	PKS907800-48	PKS	Information Technology	IT-Case Management System (CMS) FY2015-2016	2015	450.0
	City Wide	PKS907800-48	PKS	Information Technology	IT-Case Management System (CMS) FY2015-2016	2016	650.0
	City Wide	WAT906749-35	WAT	DOWNTOWN W/M ENHANCEMENT	JOS - GERRARD ST WM - ENGINEERING -2014 SC	2014	92.0
	City Wide	WAT906749-35	WAT	DOWNTOWN W/M ENHANCEMENT	JOS - GERRARD ST WM - ENGINEERING -2014 SC	2015	38.0
	City Wide	WAT906749-35	WAT	DOWNTOWN W/M ENHANCEMENT	JOS - GERRARD ST WM - ENGINEERING -2014 SC	2016	2.0
	City Wide	WAS906980-34	WAS	ASHBRIDGES BAY T.P. YR2006	MEDIATION AGREEMENT IMPLEMENTATION-PART 2 -2014 SC	2015	1.0
	City Wide	WAS906741-16	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG -2014 SC	2014	-160.0
	City Wide	WAS906741-16	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG -2014 SC	2015	300.0
	City Wide	WAS906741-16	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG -2014 SC	2016	303.0
	City Wide	WAS906741-16	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG -2014 SC	2018	1.0
	City Wide	WAS906973-55	WAS	SEWER REPLACEMENT PROGRAM	SEWER REPLACEMENT - LESLIE ST	2014	10000.0
	City Wide	EXH907012-5	EXH	NATIONAL SOCCER STADIUM (BMO FIELD)	Portable Kiosks & Various - F & B Services	2014	40.0
	City Wide	ZOO000012-19	ZOO	Exhibit Refurbishment	Exhibit Refurbishment (2014)	2014	300.0
	City Wide	HUM907896-4	HUM	Heritage Easement Agreement Upgrades	East Side Restoration	2014	200.0
	City Wide	ECT907931-1	ECT	BIA Financing Program (2014) New	BIA Financing Program -2014	2014	1500.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2014	300.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2015	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2016	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2017	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2018	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2019	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2020	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2021	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2022	180.0
	City Wide	TRN000184-11	TRN	Growth Related Capital Works	Growth Related Capital Works - 2014 & Future	2023	180.0
	City Wide	FAC906395-916	FAC	Mechanical and Electrical	Var Loc-Various Mech/Elect SOGR Projects	2023	2400.0
	City Wide	WAT906979-30	WAT	D2/D4 TRUNK WATERMAIN UPGRADES	Ellesmere WM (Markham to Neilson) ENG -2014 SC	2018	-13.0
	City Wide	WAT906979-30	WAT	D2/D4 TRUNK WATERMAIN UPGRADES	Ellesmere WM (Markham to Neilson) ENG -2014 SC	2019	-27.0
	City Wide	WAT906979-30	WAT	D2/D4 TRUNK WATERMAIN UPGRADES	Ellesmere WM (Markham to Neilson) ENG -2014 SC	2020	-43.0
	City Wide	WAT906979-30	WAT	D2/D4 TRUNK WATERMAIN UPGRADES	Ellesmere WM (Markham to Neilson) ENG -2014 SC	2021	-73.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2014	600.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2015	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2016	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2017	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2018	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2019	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2020	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2021	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2022	400.0
	City Wide	SOL906580-45	SOL	COLLECTION YARD ASSET MANAGEMENT	Collection Yards Asset Management 2014-2023	2023	400.0
	City Wide	EXH360   -91	EXH	OTHER BUILDINGS	GroundsSecuritySurveilanceSystem/Card Access/CCTV	2014	85.0
	City Wide	FLT000476-25	FLT	Library - Fleet Replacement	Vehicle/Equipment Purchase - 2023	2023	201.0
	City Wide	ITP907951-8	ITP	2012 Core Service Review - Service Efficiencies	Ent Employee Self Service Portal, Payroll Moderniz	2014	1065.0
	City Wide	ITP907951-8	ITP	2012 Core Service Review - Service Efficiencies	Ent Employee Self Service Portal, Payroll Moderniz	2015	231.0
	City Wide	ITP907747-17	ITP	Corporate Initiatives	Enterprise eLearning - HR - 2014 Scope Chg	2014	350.0
	City Wide	ITP907747-17	ITP	Corporate Initiatives	Enterprise eLearning - HR - 2014 Scope Chg	2015	350.0
	City Wide	CHS907942-1	CHS	Service Efficiency Implementation	Service Efficiency Implementation (Study)	2014	625.0
	City Wide	ITP906882-116	ITP	Corporate Planning & Management	Enterprise Portfolio Mgmt Tools	2014	250.0
	City Wide	WFT906728-73	WFT	Toronto Waterfront Revitalization Initiative	Mimico 2014 Budget Adjustment	2014	-100.0
	City Wide	WFT906728-73	WFT	Toronto Waterfront Revitalization Initiative	Mimico 2014 Budget Adjustment	2015	-100.0
	City Wide	WFT906728-73	WFT	Toronto Waterfront Revitalization Initiative	Mimico 2014 Budget Adjustment	2016	-100.0
	City Wide	LIB908005-1	LIB	Pan Am Games Program	Pan Am Games Program	2014	150.0
	City Wide	LIB908005-1	LIB	Pan Am Games Program	Pan Am Games Program	2015	3.0
	City Wide	ACH000016-92	ACH	Major Maintenance	Life Safety Security Updates 2014	2014	50.0
	City Wide	ECT907935-1	ECT	Mural Program-2014	Mural Program -2014	2014	50.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2014	14000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2015	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2016	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2017	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2018	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2019	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2020	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2021	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2022	4000.0
	City Wide	TRN025   -10	TRN	Work for TTC & Others	Work for TTC & Others - Future 2014-2023	2023	4000.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2014	-150.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2015	-150.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2016	150.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2018	-150.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2020	-150.0
	City Wide	WAT906902-65	WAT	HARRIS W.T.P. R&R	FILTER MEDIA REPLACEMENT PH2 -2014 SC	2022	-150.0
	City Wide	WAS907038-11	WAS	Land Acquisition for Source Water Protect	EROSION PROTECTION & LAND ACQUISITION -2014 SC	2014	564.0
	City Wide	WAS907038-11	WAS	Land Acquisition for Source Water Protect	EROSION PROTECTION & LAND ACQUISITION -2014 SC	2015	564.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2014	-249.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2015	262.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2016	375.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2017	288.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2018	196.0
	City Wide	WAS906958-66	WAS	SEWER SYSTEM REHABILITATION	GROUP 5 SEWAGE PS CAPACITY UPGRADES -2014 SC	2019	2.0
	City Wide	WAS907104-17	WAS	HUMBER WWTP - LIQUID TREATMENT & HANDLING	SECONDARY TREATMENT UPGRADES - NORTH PLANT	2022	1000.0
	City Wide	WAS907104-17	WAS	HUMBER WWTP - LIQUID TREATMENT & HANDLING	SECONDARY TREATMENT UPGRADES - NORTH PLANT	2023	2000.0
	City Wide	WAS906964-27	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	2008 STORM SEWER REHABILITATION - 2014 SC	2014	4.0
	City Wide	FLT906862-18	FLT	Fleet Services - Fleet Replacement	Vehicle/Equipment Purchase - 2023	2023	240.0
	City Wide	FLT000483-24	FLT	Technical Services Fleet Replacement	Vehicle/Equipment Purchase - 2023	2023	350.0
	City Wide	WES907128-123	WES	BUSINESS SUSTAINMENT SYSTEMS	Electronic Self Service Licensing - MLS	2014	150.0
	City Wide	ITP906882-115	ITP	Corporate Planning & Management	Business Process and Rules Management	2014	870.0
	City Wide	ITP906882-115	ITP	Corporate Planning & Management	Business Process and Rules Management	2015	1170.0
	City Wide	ITP906882-115	ITP	Corporate Planning & Management	Business Process and Rules Management	2016	870.0
	City Wide	ITP906882-115	ITP	Corporate Planning & Management	Business Process and Rules Management	2017	500.0
	City Wide	ITP906882-115	ITP	Corporate Planning & Management	Business Process and Rules Management	2018	250.0
	City Wide	TRN000183-25	TRN	Cycling Infrastructure	Toronto Bike Plan - CW Expansion 2014-2018	2014	500.0
	City Wide	TRN000183-25	TRN	Cycling Infrastructure	Toronto Bike Plan - CW Expansion 2014-2018	2015	500.0
	City Wide	TRN000183-25	TRN	Cycling Infrastructure	Toronto Bike Plan - CW Expansion 2014-2018	2016	500.0
	City Wide	TRN000183-25	TRN	Cycling Infrastructure	Toronto Bike Plan - CW Expansion 2014-2018	2017	500.0
	City Wide	TRN000183-25	TRN	Cycling Infrastructure	Toronto Bike Plan - CW Expansion 2014-2018	2018	500.0
	City Wide	WAT906977-58	WAT	ISLAND W.T.P. R&R	FACILITY & PROCESS UPGRADES - 2014 SC	2014	507.0
	City Wide	WAT906977-58	WAT	ISLAND W.T.P. R&R	FACILITY & PROCESS UPGRADES - 2014 SC	2015	227.0
	City Wide	WAT906977-58	WAT	ISLAND W.T.P. R&R	FACILITY & PROCESS UPGRADES - 2014 SC	2016	-149.0
	City Wide	WAT906934-56	WAT	DIST WATER SERVICE REPAIR	2012 WATER SERVICE REPLACEMENT  - 2014 SC	2014	84.0
	City Wide	WAT906934-56	WAT	DIST WATER SERVICE REPAIR	2012 WATER SERVICE REPLACEMENT  - 2014 SC	2015	50.0
	City Wide	WAT000021-87	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS -2014 SC	2014	51.0
	City Wide	WAT000021-87	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS -2014 SC	2015	80.0
	City Wide	WAT000021-87	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS -2014 SC	2016	80.0
	City Wide	WAS906964-26	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION -2014 SC	2014	-4.0
	City Wide	WAS906964-26	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION -2014 SC	2015	-11.0
	City Wide	WAS906964-26	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION -2014 SC	2016	-11.0
	City Wide	WAS906964-26	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION -2014 SC	2017	-11.0
	City Wide	AMB906057-8	AMB	Radio Infrastructure for Portable Coverage	Ambulance Radio Replacement	2016	1500.0
	City Wide	AMB906057-8	AMB	Radio Infrastructure for Portable Coverage	Ambulance Radio Replacement	2020	1000.0
	City Wide	HOM907348-13	HOM	SPECIALTY SYSTEMS	2014 SOGR KITCHEN & LAUNDRY	2014	200.0
	City Wide	FLT000491-25	FLT	Exhibition Place - Fleet Replacement	Vehicle/Equipment Purchase - 2023	2023	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2014	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2015	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2016	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2017	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2018	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2019	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2020	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2021	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2022	400.0
	City Wide	ITP906882-118	ITP	Corporate Planning & Management	Enterprise Information Security Pgm	2023	400.0
	City Wide	ERP906993-20	ERP	Energy Retrofit Projects	ERP - Water Retrofits in Civic Centres	2014	210.0
	City Wide	ERP906993-20	ERP	Energy Retrofit Projects	ERP - Water Retrofits in Civic Centres	2015	630.0
	City Wide	TCS906629-9	TCS	POA Application Development	POA Web Pay Tickets Upgrade	2017	130.0
	City Wide	URB906386-39	URB	DEVELOPMENT CHARGE FUNDED STUDIES	Growth Studies 2014	2014	1315.0
	City Wide	PKS000014-284	PKS	Facility Components	Capital Emergency Fund FY2014	2014	500.0
	City Wide	WAS907102-29	WAS	ASHBRIDGES BAY WWTP - ODOUR CONTROL	D BUILDING TREATMENT & BIOFILTER -2014 SC	2014	46.0
	City Wide	WAS907102-29	WAS	ASHBRIDGES BAY WWTP - ODOUR CONTROL	D BUILDING TREATMENT & BIOFILTER -2014 SC	2015	130.0
	City Wide	HOM907345-8	HOM	BUILDING UPGRADES	2014 SOGR BUILDING UPGRADES	2014	3400.0
	City Wide	TTC000921-3	TTC	Transit Shelters & Loops	Transit Shelters & Loops - Improvement	2023	211.0
	City Wide	TRC907697-22	TRC	CRITICAL EROSION CONTROL & FLOODWORKS NEEDS	Layer1:More Waterfront Major Maintenance/Strategy	2020	500.0
	City Wide	TRC907697-22	TRC	CRITICAL EROSION CONTROL & FLOODWORKS NEEDS	Layer1:More Waterfront Major Maintenance/Strategy	2021	300.0
